docid,word_count,pos_count,neg_count,ISBN,Copyright,Committee member,University location,Source,Department,Degree date,Title,Document type,Degree,Dissertation/thesis number,Author,Advisor,Country of publication,Number of pages,Language,Database,School code,Publication year,Identifier / keyword,Document URL,Place of publication,Classification,University/institution,Source type,Subject
1500832512,162,15,1,9781303709142,Copyright ProQuest UMI Dissertations Publishing 2014,Magrane Diane;Malcom-Piqueux Lindsey,United States -- District of Columbia,DAI-A 75/05(E) Nov 2014,Higher Education Administration,2014,Perceptions And Development Of Political Leadership Skills Of Women In Academic Medicine: A Study Of Selected Women Alumnae Of The Hedwig Van Ameringen Executive Leadership In Academic Medicine (ELAM) Program,Dissertation/Thesis,Ed.D.,3610810,Evers Cynthia D.,McDade Sharon McDade A.;McDade Sharon McDade A.,United States,331,English,ProQuest Dissertations & Theses Full Text,0075,2014,Social sciences;Education;Administrators in higher education;Political leadership;Women in leadership positions;Social sciences;Education;Administrators in higher education;Political leadership;Women in leadership positions,http://search.proquest.com/docview/1500832512?accountid=13314,Ann Arbor,0446: Higher Education Administration;0453: Womens studies,The George Washington University,Dissertations & Theses,Higher Education Administration;Womens studies
1505377773,0,0,0,9781303713132,Copyright ProQuest UMI Dissertations Publishing 2014,Hughes Gail;Wang Victor,United States -- Minnesota,DAI-A 75/05(E) Nov 2014,School of Education,2014,A correlational study of self-directed learning readiness and learning activity preference for continuing medical education among family physicians,Dissertation/Thesis,Ph.D.,3611001,Barrett Theresa J.,Myers Carmen;Myers Carmen,United States,165,English,ProQuest Dissertations & Theses Full Text,1351,2014,Education;Continuing medical education;Family physician;Learning stages;Self-directed learning;Self-directed learning readiness;Education;Continuing medical education;Family physician;Learning stages;Self-directed learning;Self-directed learning readiness,http://search.proquest.com/docview/1505377773?accountid=13314,Ann Arbor,0516: Adult education,Capella University,Dissertations & Theses,Adult education
1493902189,241,15,2,9781303654541,Copyright ProQuest UMI Dissertations Publishing 2014,Dong Stanley B.;Klug William S.;Taciroglu Ertugrul,United States -- California,DAI-B 75/04(E) Oct 2014,Civil Engineering 0300,2014,A Computational Framework for the Development of a Stochastic Micro-Cracks Informed Damage Model,Dissertation/Thesis,Ph.D.,3607750,Lin Shih-Po,Chen Jiun-Shyan;Chen Jiun-Shyan,United States,176,English,ProQuest Dissertations & Theses Full Text,0031,2014,Applied sciences;Extended finite element;Fracture mechanics;Mesh-free;Rkpm;Stochastic;Stochastic representative volume element;Applied sciences;Extended finite element;Fracture mechanics;Mesh-free;Rkpm;Stochastic;Stochastic representative volume element,http://search.proquest.com/docview/1493902189?accountid=13314,Ann Arbor,0346: Mechanics;0543: Civil engineering,University of California Los Angeles,Dissertations & Theses,Mechanics;Civil engineering
1506964408,887,47,17,9781303738333,Copyright ProQuest UMI Dissertations Publishing 2014,Dasu Sridhara R.;Herndon Matthew;Everett Lisa L.;Millar Terrence S.,United States -- Wisconsin,DAI-B 75/06(E) Dec 2014,Physics,2014,Measurement of W + bb and a search for MSSM Higgs bosons with the CMS detector at the LHC,Dissertation/Thesis,Ph.D.,3612308,Ojalvo Isobel Rose,Smith Wesley H.;Smith Wesley H.,United States,168,English,ProQuest Dissertations & Theses Full Text,0262,2014,Pure sciences;B jets;Cms;LHC;MSSM higgs boson;W+bb;W boson;Pure sciences;B jets;Cms;LHC;MSSM higgs boson;W+bb;W boson,http://search.proquest.com/docview/1506964408?accountid=13314,Ann Arbor,0798: Particle physics,The University of Wisconsin - Madison,Dissertations & Theses,Particle physics
1512225950,197,26,0,9781303782145,Copyright ProQuest UMI Dissertations Publishing 2013,,United States -- Pennsylvania,DAI-B 75/06(E) Dec 2014,,2013,Effects of environmental maternal and child factors on Preschoolers' emotion regulation during a frustrating task,Dissertation/Thesis,Ph.D.,3585609,Mintern Brianne E.,Schaefer Barbara A.;Schaefer Barbara A.,United States,85,English,ProQuest Dissertations & Theses Full Text,0176,2013,Psychology;Education;Preschool development;Executive functioning;Maltreatment;Emotion regulation;Transparent box;School psychology;Psychology;Education;Preschool development;Executive functioning;Maltreatment;Emotion regulation;Transparent box;School psychology,http://search.proquest.com/docview/1512225950?accountid=13314,Ann Arbor,0518: Early childhood education;0603: Counseling Psychology;0633: Cognitive psychology,The Pennsylvania State University,Dissertations & Theses,Early childhood education;Counseling Psychology;Cognitive psychology
1516590170,122,13,1,9780499262813,Copyright ProQuest UMI Dissertations Publishing 2014,,Canada,MAI 52/05(E) Oct 2014,Environment and Geography,2014,An Assessment of Indoor Air Quality Lost Work Time and Perceived Air Quality in a Winnipeg School Division,Dissertation/Thesis,M.Env.,MS26281,Swail Heather,,United States,139,English,ProQuest Dissertations & Theses Full Text,0303,2014,Health and environmental sciences;Indoor air quality;Environment;Health and environmental sciences;Indoor air quality;Environment,http://search.proquest.com/docview/1516590170?accountid=13314,Ann Arbor,0470: Environmental Health;0768: Environmental science,University of Manitoba (Canada),Dissertations & Theses,Environmental Health;Environmental science
1507464672,0,0,0,9781303739347,Copyright ProQuest UMI Dissertations Publishing 2014,Clayman Dee L.,United States -- New York,MAI 52/05(E) Oct 2014,Classics,2014,The interchange of plain velar and aspirate in Kronos / Chronos: A case for etymological equivalence,Dissertation/Thesis,M.A.,1552805,Bongiovanni Roberto Peter,Green Tamara M.;Green Tamara M.,United States,95,English,ProQuest Dissertations & Theses Full Text,0046,2014,Language literature and linguistics;Social sciences;Chronos;Etymology;Hesiod;Kronos;Language literature and linguistics;Social sciences;Chronos;Etymology;Hesiod;Kronos,http://search.proquest.com/docview/1507464672?accountid=13314,Ann Arbor,0294: Classical studies;0434: Classical Studies,City University of New York,Dissertations & Theses,Classical studies;Classical Studies
1446721889,176,13,2,9781303414824,Copyright ProQuest UMI Dissertations Publishing 2013,Prasad Monica;Hein Laura,United States -- Illinois,DAI-A 75/01(E) Jul 2014,Sociology,2013,Indigenous Collaboration under Foreign Occupation: A Case Study of Japanese-Occupied Koreans from 1910 to 1945,Dissertation/Thesis,Ph.D.,3595633,Kim Jeong Chul,Fine Gary A.;Fine Gary A.,United States,321,English,ProQuest Dissertations & Theses Full Text,0163,2013,Social sciences;Indigenous collaboration;Japanese Occupation;Korea;Colonial rule;Social sciences;Indigenous collaboration;Japanese Occupation;Korea;Colonial rule,http://search.proquest.com/docview/1446721889?accountid=13314,Ann Arbor,0332: History;0700: Social structure,Northwestern University,Dissertations & Theses,History;Social structure
1498477075,259,23,4,9781303686344,Copyright ProQuest UMI Dissertations Publishing 2014,Riegelman Richard K.;Simonsen Lone;Young Heather;Viboud Cecile,United States -- District of Columbia,DAI-B 75/05(E) Nov 2014,Epidemiology,2014,Pediatric Disease Burden Attributable to Respiratory Syncytial Virus (RSV): an application of temporal models and a modified birth-cohort analysis,Dissertation/Thesis,Ph.D.,3609614,Lloyd Patricia Calderon,Hoffman Daniel;May Larissa;Hoffman Daniel;May Larissa,United States,235,English,ProQuest Dissertations & Theses Full Text,0075,2014,Health and environmental sciences;Bronchiolitis;Hospitalizations;Pediatric;Respiratory syncytial virus;Health and environmental sciences;Bronchiolitis;Hospitalizations;Pediatric;Respiratory syncytial virus,http://search.proquest.com/docview/1498477075?accountid=13314,Ann Arbor,0573: Public health;0766: Epidemiology,The George Washington University,Dissertations & Theses,Public health;Epidemiology
1511968672,547,44,4,9781303767234,Copyright ProQuest UMI Dissertations Publishing 2014,Lopes Milton;Johnston Ann;Jensen Daniel,United States -- California,DAI-A 75/07(E) Jan 2015,The School of Human and Organization Development,2014,An Integrated Holistic Approach to Organization Development: A Case Study of Increasing Enduring Organization Efficiency hrough Life Cycle Transformation Assessment,Dissertation/Thesis,Ph.D.,3613592,Heil Michael W.,Agger-Gupta Dorothy;Shapiro Jeremy;Agger-Gupta Dorothy;Shapiro Jeremy,United States,140,English,ProQuest Dissertations & Theses Full Text,1503,2014,Social sciences;Agribusiness development;Development;Military coin/stability ops;Organization life cycle;Transformation;Transformative learning;Social sciences;Agribusiness development;Development;Military coin/stability ops;Organization life cycle;Transformation;Transformative learning,http://search.proquest.com/docview/1511968672?accountid=13314,Ann Arbor,0454: Management;0635: Organization Theory;0703: Organizational behavior,Fielding Graduate University,Dissertations & Theses,Management;Organization Theory;Organizational behavior
1513591875,79,9,0,9781303799761,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- North Carolina,DAI-A 75/07(E) Jan 2015,,2014,A School Principal's Perceptions Regarding Personal Qualities and Pedagogical Qualifications Affecting Teacher Candidate Selection,Dissertation/Thesis,Ed.D.,3586214,Smith Pamela Thayer,Bitting Paul;Bitting Paul,United States,130,English,ProQuest Dissertations & Theses Full Text,0155,2014,Education;Hiring;Principal;Pedagogical qualifications;Teacher candidate;Education;Hiring;Principal;Pedagogical qualifications;Teacher candidate,http://search.proquest.com/docview/1513591875?accountid=13314,Ann Arbor,0514: School administration,North Carolina State University,Dissertations & Theses,School administration
1466304267,652,35,9,9781303524929,Copyright ProQuest UMI Dissertations Publishing 2013,Moore Janet;Frank James;Travis Lawrence,United States -- Ohio,DAI-A 75/02(E) Aug 2014,Criminal Justice,2013,Are Female Defendants Treated More Leniently by Judges? A Multilevel Analysis of Sex-Based Disparities at the Phases of Pretrial Release Charge Reductions and Sentencing,Dissertation/Thesis,Ph.D.,3601369,Goulette Natalie W.,Wooldredge John;Wooldredge John,United States,203,English,ProQuest Dissertations & Theses Full Text,0045,2013,Social sciences;Discrimination;Gender disparities;Pretrial release;Sentencing;Social sciences;Discrimination;Gender disparities;Pretrial release;Sentencing,http://search.proquest.com/docview/1466304267?accountid=13314,Ann Arbor,0627: Criminology;0733: Gender studies,University of Cincinnati,Dissertations & Theses,Criminology;Gender studies
1499233050,547,53,6,9781303699214,Copyright ProQuest UMI Dissertations Publishing 2014,Ferreira Gail;Huang Jiafen,United States -- Minnesota,DAI-B 75/05(E) Nov 2014,School of Business and Technology,2014,Assessing the impact of security behavior on the awareness of open-source intelligence: A quantitative study of IT knowledge workers,Dissertation/Thesis,Ph.D.,3610252,Daniels Daniel B. III,Livingood Richard;Livingood Richard,United States,97,English,ProQuest Dissertations & Theses Full Text,1351,2014,Applied sciences;Knowledge workers;Information security;Open-source intelligence;Security behavior;Applied sciences;Knowledge workers;Information security;Open-source intelligence;Security behavior,http://search.proquest.com/docview/1499233050?accountid=13314,Ann Arbor,0489: Information Technology,Capella University,Dissertations & Theses,Information Technology
1504840067,282,33,2,9781303733420,Copyright ProQuest UMI Dissertations Publishing 2014,Weiner Elana;McEnany Elizabeth H.,United States -- Massachusetts,DAI-B 75/06(E) Dec 2014,Clinical Psychology,2014,Maternal postpartum depression: A phenomenological exploration of the experience of fathers,Dissertation/Thesis,Psy.D.,3612115,Murphy Leah,Portnoy Sanford M.;Portnoy Sanford M.,United States,161,English,ProQuest Dissertations & Theses Full Text,1005,2014,Social sciences;Psychology;Adjustment to fatherhood;Adjustment to parenthood;Father;Fatherhood;Postnatal depression;Postpartum depression;Social sciences;Psychology;Adjustment to fatherhood;Adjustment to parenthood;Father;Fatherhood;Postnatal depression;Postpartum depression,http://search.proquest.com/docview/1504840067?accountid=13314,Ann Arbor,0622: Clinical psychology;0628: Individual & family studies,Massachusetts School of Professional Psychology,Dissertations & Theses,Clinical psychology;Individual & family studies
1469015028,220,28,2,9781303577253,Copyright ProQuest UMI Dissertations Publishing 2014,Phillips Linda L.;Bigbee John W.;Hauser Kurt F.;Sato-Bigbee Carmen,United States -- Virginia,DAI-B 75/03(E) Sep 2014,Neuroscience,2014,A Molecular Mechanism Regulating the Timing of Corticogeniculate Innervation,Dissertation/Thesis,Ph.D.,3603286,Brooks Justin McRae,Fox Michael A.;Fox Michael A.,United States,156,English,ProQuest Dissertations & Theses Full Text,2383,2014,Biological sciences;Aggrecan;Axon guidance;Extracellular matrix;Lateral geniculate nucleus;Synapse targeting;Biological sciences;Aggrecan;Axon guidance;Extracellular matrix;Lateral geniculate nucleus;Synapse targeting,http://search.proquest.com/docview/1469015028?accountid=13314,Ann Arbor,0317: Neurosciences,Virginia Commonwealth University,Dissertations & Theses,Neurosciences
1513556827,286,30,2,9781303789755,Copyright ProQuest UMI Dissertations Publishing 2014,Elliott Charles,United States -- Minnesota,DAI-A 75/07(E) Jan 2015,Education,2014,A summative evaluation of a middle school summer math program,Dissertation/Thesis,Ed.D.,3614119,Nelson Brian W.,Warrick Pamela;Warrick Pamela,United States,139,English,ProQuest Dissertations & Theses Full Text,0543,2014,Pure sciences;Education;Boston red sox;Middle school mathematics;Program evaluation;Summer learning loss;Pure sciences;Education;Boston red sox;Middle school mathematics;Program evaluation;Summer learning loss,http://search.proquest.com/docview/1513556827?accountid=13314,Ann Arbor,0280: Mathematics education;0405: Mathematics;0450: Middle School education,Walden University,Dissertations & Theses,Mathematics education;Mathematics;Middle School education
1500435790,182,13,0,9781303701733,Copyright ProQuest UMI Dissertations Publishing 2014,Higgins Jerry D.;Zhou Wendy,United States -- Colorado,MAI 52/05(E) Oct 2014,Geology and Geological Engineering,2014,A landslide hazard rating system for Colorado highways,Dissertation/Thesis,M.S.,1551681,Pratt Daniel R.,Santi Paul M.;Santi Paul M.,United States,124,English,ProQuest Dissertations & Theses Full Text,0052,2014,Applied sciences;Colorado;Hazard;Landslides;Rating system;Risk assessment;Statistics;Applied sciences;Colorado;Hazard;Landslides;Rating system;Risk assessment;Statistics,http://search.proquest.com/docview/1500435790?accountid=13314,Ann Arbor,0466: Geological;0543: Civil engineering,Colorado School of Mines,Dissertations & Theses,Geological;Civil engineering
1497278452,99,2,0,9781303684609,Copyright ProQuest UMI Dissertations Publishing 2014,Young William D.;Bravo Sheila,United States -- Delaware,DAI-A 75/05(E) Nov 2014,College of Business,2014,Factors influencing Millennials theatre intention: A partial least squares consumer behavior analysis in a Delaware University,Dissertation/Thesis,D.B.A.,3609533,Gonzalez Guillermina,Patrick Amy L.;Patrick Amy L.,United States,123,English,ProQuest Dissertations & Theses Full Text,1517,2014,Social sciences;Communication and the arts;Consumer behavior;Delaware;Millennials;Partial least squares;Structural equation modeling;Theatre;Social sciences;Communication and the arts;Consumer behavior;Delaware;Millennials;Partial least squares;Structural equation modeling;Theatre,http://search.proquest.com/docview/1497278452?accountid=13314,Ann Arbor,0310: Business administration;0338: Marketing;0465: Theater,Wilmington University (Delaware),Dissertations & Theses,Business administration;Marketing;Theater
1511974942,459,41,6,9781303763151,Copyright ProQuest UMI Dissertations Publishing 2014,Berkey Braden;Fogel Ken,United States -- Illinois,DAI-B 75/07(E) Jan 2015,Clinical Psychology,2014,A Postmodern Revolution of Friendship: The Facebook Effect,Dissertation/Thesis,Psy.D.,3613452,Garrison-Bertelsen Kimberly,Berkey Braden;Berkey Braden,United States,108,English,ProQuest Dissertations & Theses Full Text,0971,2014,Social sciences;Psychology;Facebook;Friendship;Social networking;Social sciences;Psychology;Facebook;Friendship;Social networking,http://search.proquest.com/docview/1511974942?accountid=13314,Ann Arbor,0344: Social research;0622: Clinical psychology,The Chicago School of Professional Psychology,Dissertations & Theses,Social research;Clinical psychology
1504844249,169,16,1,9781303731204,Copyright ProQuest UMI Dissertations Publishing 2014,Longo Nancy;St. Germaine Jacquelyn,United States -- Minnesota,DAI-A 75/06(E) Dec 2014,Harold Abel School of Social and Behavioral Sciences,2014,A grounded theory study: How self-identified personal life coaches use psychological theories in their coaching sessions,Dissertation/Thesis,Psy.D.,3611990,Herbert-McZeal Stasia T.,Crawford Theresa;Crawford Theresa,United States,163,English,ProQuest Dissertations & Theses Full Text,1351,2014,Psychology;Coaching;Life coaching;Personal life coaching;Psychological theories;Theories;Psychology;Coaching;Life coaching;Personal life coaching;Psychological theories;Theories,http://search.proquest.com/docview/1504844249?accountid=13314,Ann Arbor,0451: Social psychology,Capella University,Dissertations & Theses,Social psychology
1468959576,188,23,2,9781303578502,Copyright ProQuest UMI Dissertations Publishing 2014,Fries Jonna,United States -- Illinois,DAI-B 75/03(E) Sep 2014,Clinical Forensic Psychology,2014,Body Image Disturbance as it Relates to a Male Population Regarding Childhood Sexual Abuse,Dissertation/Thesis,Psy.D.,3603335,Rendon Vanessa R.,Warner Debra;Warner Debra,United States,60,English,ProQuest Dissertations & Theses Full Text,0971,2014,Psychology;Body dysmorphic disorder;Body image;Childhood sexual abuse;Eating disorders;Muscle dysmorphia;Sexual abuse;Psychology;Body dysmorphic disorder;Body image;Childhood sexual abuse;Eating disorders;Muscle dysmorphia;Sexual abuse,http://search.proquest.com/docview/1468959576?accountid=13314,Ann Arbor,0622: Clinical psychology,The Chicago School of Professional Psychology,Dissertations & Theses,Clinical psychology
1500850674,0,0,0,9781303712371,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- California,DAI-A 75/05(E) Nov 2014,Center for Advanced Theological Studies,2014,Renewing Korean preaching in the twenty-first century: The proclamation of eschatological christopraxis as a resource for the on-going conversion of the listener,Dissertation/Thesis,Ph.D.,3610979,Yun Pyung Chun,Schmit Clay;Lee Hakjoon;Schmit Clay;Lee Hakjoon,United States,275,English,ProQuest Dissertations & Theses Full Text,1643,2014,Philosophy religion and theology;Eschatological christopraxis;Philosophy religion and theology;Eschatological christopraxis,http://search.proquest.com/docview/1500850674?accountid=13314,Ann Arbor,0469: Theology,Fuller Theological Seminary Center for Advanced Theological Study,Dissertations & Theses,Theology
1506155088,0,0,0,9781303736049,Copyright ProQuest UMI Dissertations Publishing 2014,Jones Patricia A.;Rosen Nyla;Henderson Lenneal;Ishtai-Zee Szabi,United States -- California,DAI-A 75/06(E) Dec 2014,The School of Educational Leadership and Change,2014,Democracy education: A philisophical approach to the development and analysis of a field study,Dissertation/Thesis,Ed.D.,3612248,Wilson Roy,Mahon Lee;Mahon Lee,United States,315,English,ProQuest Dissertations & Theses Full Text,1503,2014,Education;Active reflection;Democracy education;Internationalism;Liberation;Racism;Reflective action;Education;Active reflection;Democracy education;Internationalism;Liberation;Racism;Reflective action,http://search.proquest.com/docview/1506155088?accountid=13314,Ann Arbor,0449: Educational leadership;0456: Pedagogy;0727: Curriculum development,Fielding Graduate University,Dissertations & Theses,Educational leadership;Pedagogy;Curriculum development
1511458880,113,15,0,9781303755194,Copyright ProQuest UMI Dissertations Publishing 2014,,United States -- California,MAI 52/05(E) Oct 2014,Computer Science,2014,A DSpace mobile theme for San Diego State University,Dissertation/Thesis,M.S.,1553116,Vamadevan Pillai Mini,Eckberg Carl;Eckberg Carl,United States,69,English,ProQuest Dissertations & Theses Full Text,0220,2014,Applied sciences;DSpace;Open source repository platform;Applied sciences;DSpace;Open source repository platform,http://search.proquest.com/docview/1511458880?accountid=13314,Ann Arbor,0984: Computer science,San Diego State University,Dissertations & Theses,Computer science
1503660761,199,19,1,9781303692918,Copyright ProQuest UMI Dissertations Publishing 2014,Loheide II Steven;Bland William;Ventura Stephen;Williamson Robert,United States -- Wisconsin,DAI-B 75/05(E) Nov 2014,Soil Science,2014,A radiometric sensing approach to measure turfgrass evapotranspiration,Dissertation/Thesis,Ph.D.,3609869,DeBels Brad T.,Soldat Douglas J.;Soldat Douglas J.,United States,115,English,ProQuest Dissertations & Theses Full Text,0262,2014,Biological sciences;Radiometric sensing;Turfgrass;Evapotranspiration;Biological sciences;Radiometric sensing;Turfgrass;Evapotranspiration,http://search.proquest.com/docview/1503660761?accountid=13314,Ann Arbor,0481: Soil sciences,The University of Wisconsin - Madison,Dissertations & Theses,Soil sciences
1512435671,84,12,1,9781303775314,Copyright ProQuest UMI Dissertations Publishing 2014,Durbin C. Emily;Gerde Hope;Neal Jenna,United States -- Michigan,DAI-B 75/07(E) Jan 2015,Psychology - Doctor of Philosophy,2014,Increasing the dissemination of an evidence-based ASD intervention via a telehealth parent training program,Dissertation/Thesis,Ph.D.,3613823,Wainer Allison L.,Ingersoll Brooke R.;Ingersoll Brooke R.,United States,71,English,ProQuest Dissertations & Theses Full Text,0128,2014,Social sciences;Psychology;Internet-based instruction;Autism spectrum disorder;Parent training;Telehealth;Social sciences;Psychology;Internet-based instruction;Autism spectrum disorder;Parent training;Telehealth,http://search.proquest.com/docview/1512435671?accountid=13314,Ann Arbor,0621: Psychology;0622: Clinical psychology;0628: Individual & family studies,Michigan State University,Dissertations & Theses,Psychology;Clinical psychology;Individual & family studies
1476380692,176,23,0,9781303609732,Copyright ProQuest UMI Dissertations Publishing 2014,Reiss Medwed Karen;Wall Susan,United States -- Massachusetts,DAI-A 75/04(E) Oct 2014,School of Education,2014,Teacher perceptions of a successful Jewish community day school graduate: An interpretive phenomenological analysis,Dissertation/Thesis,Ed.D.,3604952,Levy Sarah,Young Carol;Young Carol,United States,159,English,ProQuest Dissertations & Theses Full Text,0160,2014,Education;Jewish day school;Jewish identity;Social identity theory;Student success;Teacher goals and perspectives;Education;Jewish day school;Jewish identity;Social identity theory;Student success;Teacher goals and perspectives,http://search.proquest.com/docview/1476380692?accountid=13314,Ann Arbor,0282: Bilingual education;0515: Education,Northeastern University,Dissertations & Theses,Bilingual education;Education
1504639748,282,35,0,9781303728228,Copyright ProQuest UMI Dissertations Publishing 2014,Lessner Janet;Wilcox Bonita,United States -- Minnesota,DAI-A 75/06(E) Dec 2014,School of Education,2014,Moving at the speed of potential: A mixed-methods study of accelerating developmental students in a California community college,Dissertation/Thesis,Ph.D.,3611804,Parks Paula L.,Jacobs Howard R.;Jacobs Howard R.,United States,147,English,ProQuest Dissertations & Theses Full Text,1351,2014,Education;California;Acceleration;Community college;Curriculum redesign;Developmental education;Mixed methods;Writing;Education;California;Acceleration;Community college;Curriculum redesign;Developmental education;Mixed methods;Writing,http://search.proquest.com/docview/1504639748?accountid=13314,Ann Arbor,0275: Community college education;0279: Language arts;0727: Curriculum development,Capella University,Dissertations & Theses,Community college education;Language arts;Curriculum development
1520515947,414,21,5,9780499266057,Copyright ProQuest UMI Dissertations Publishing 2014,,Canada,MAI 52/06(E) Dec 2014,Communication,2014,Challenges in Canadian Cultural Discourses: Multiculturalism vis-a-vis Interculturalism and the Political 'Othering' of Canada's Cultural Fabric,Dissertation/Thesis,M.A.,MS26605,Nassrallah Mireille,,United States,148,English,ProQuest Dissertations & Theses Full Text,0918,2014,Social sciences;Multiculturalism;Postmodernism;Identity;Canadian citizenship;Culture;Social sciences;Multiculturalism;Postmodernism;Identity;Canadian citizenship;Culture,http://search.proquest.com/docview/1520515947?accountid=13314,Ann Arbor,0385: Canadian studies;0631: Ethnic studies,University of Ottawa (Canada),Dissertations & Theses,Canadian studies;Ethnic studies
1491849406,43,4,0,9781303628979,Copyright ProQuest UMI Dissertations Publishing 2014,Sarkani Shahram;Mazuuchi Thomas;Fomin Pavel;Tanju Bereket;Murphree E. Lile,United States -- District of Columbia,DAI-B 75/04(E) Oct 2014,Engineering Mgt and Systems Engineering,2014,Modeling Team-Compatibility Factors Using a Semi-Markov Decision Process: A Framework for Performance Analysis in Soccer,Dissertation/Thesis,Ph.D.,3606033,Jarvandi Ali,Sarkani Shahram;Mazzuchi Thomas;Sarkani Shahram;Mazzuchi Thomas,United States,109,English,ProQuest Dissertations & Theses Full Text,0075,2014,Social sciences;Applied sciences;Data;Markov;Modeling;Simulation;Soccer;Sports;Social sciences;Applied sciences;Data;Markov;Modeling;Simulation;Soccer;Sports,http://search.proquest.com/docview/1491849406?accountid=13314,Ann Arbor,0430: Sports Management;0790: Systems science;0796: Operations research,The George Washington University,Dissertations & Theses,Sports Management;Systems science;Operations research
1518539235,257,13,2,9781303788307,Copyright ProQuest UMI Dissertations Publishing 2014,McCastle Yvonne;Reimer Milton K.;Watson Scott B.,United States -- Virginia,DAI-A 75/07(E) Jan 2015,School of Education,2014,The impact of Troops to Teachers participants on student achievement: A causal-comparative study,Dissertation/Thesis,Ed.D.,3614090,Osuch Kurt Stanley,Pantana John J.;Pantana John J.,United States,210,English,ProQuest Dissertations & Theses Full Text,1052,2014,Education;Alternative certification;Career change;Retired military;Second-career teacher;Teacher preparation;Education;Alternative certification;Career change;Retired military;Second-career teacher;Teacher preparation,http://search.proquest.com/docview/1518539235?accountid=13314,Ann Arbor,0449: Educational leadership;0458: Education Policy;0514: School administration,Liberty University,Dissertations & Theses,Educational leadership;Education Policy;School administration
1500561583,345,44,1,9781303695742,Copyright ProQuest UMI Dissertations Publishing 2014,Kennedy Clive D.,United States -- Illinois,DAI-B 75/05(E) Nov 2014,Clinical Psychology,2014,Vital interventions & directional alternatives (v.i.d.a.) program: A program evaluation for Latino families,Dissertation/Thesis,Psy.D.,3610067,Flores Brian Daniel,Balice Guy;Balice Guy,United States,120,English,ProQuest Dissertations & Theses Full Text,0971,2014,Social sciences;Psychology;Alternative programs;At-risk youth;Cultural sensitivity;Latino families;Parenting program;Program evaluation;Social sciences;Psychology;Alternative programs;At-risk youth;Cultural sensitivity;Latino families;Parenting program;Program evaluation,http://search.proquest.com/docview/1500561583?accountid=13314,Ann Arbor,0621: Psychology;0628: Individual & family studies,The Chicago School of Professional Psychology,Dissertations & Theses,Psychology;Individual & family studies
1516584138,328,25,3,9780499262073,Copyright ProQuest UMI Dissertations Publishing 2014,,Canada,MAI 52/05(E) Oct 2014,City Planning,2014,Planning for Rural Non-Farm Residential Development in Southern Manitoba: A Case of 'Them versus Us' -- Planners and Others,Dissertation/Thesis,M.C.P.,MS26207,Gaudet Lacey,,United States,161,English,ProQuest Dissertations & Theses Full Text,0303,2014,Social sciences;Rural communities;Non-farm residential;Manitoba;Policies;Social sciences;Rural communities;Non-farm residential;Manitoba;Policies,http://search.proquest.com/docview/1516584138?accountid=13314,Ann Arbor,0536: Land Use Planning;0999: Urban planning,University of Manitoba (Canada),Dissertations & Theses,Land Use Planning;Urban planning
1441922931,153,21,0,9781303382710,Copyright ProQuest UMI Dissertations Publishing 2013,Devers Kelly;Harless David;Clement Jan,United States -- Virginia,DAI-B 75/01(E) Jul 2014,Health Administration,2013,The impact of war on military hospital performance: A study of organizations' response to an environmental jolt,Dissertation/Thesis,Ph.D.,3594288,Childress Cynthia,Clement Dolores G.;Clement Dolores G.,United States,132,English,ProQuest Dissertations & Theses Full Text,2383,2013,Social sciences;Health and environmental sciences;Contingency theory;Military hospital performance;Multilevel modeling;Quality indicators;Social sciences;Health and environmental sciences;Contingency theory;Military hospital performance;Multilevel modeling;Quality indicators,http://search.proquest.com/docview/1441922931?accountid=13314,Ann Arbor,0635: Organization Theory;0769: Health care management,Virginia Commonwealth University,Dissertations & Theses,Organization Theory;Health care management
1509130719,681,32,12,9781303753800,Copyright ProQuest UMI Dissertations Publishing 2014,Cormode Scott;Shaw Daniel,United States -- California,DAI-A 75/06(E) Dec 2014,School of Intercultural Studies,2014,Knowing My Call: A Cultural Model of the Experience of Call in a Pentecostal/Charismatic Context,Dissertation/Thesis,Ph.D.,3613206,Maros Susan L.,Glanville Elizabeth L.;Glanville Elizabeth L.,United States,289,English,ProQuest Dissertations & Theses Full Text,1467,2014,Philosophy religion and theology;Social sciences;Call;Cognitive anthropology;Meaning-making;Pentecostal/charismatic;Schema;Vocation;Philosophy religion and theology;Social sciences;Call;Cognitive anthropology;Meaning-making;Pentecostal/charismatic;Schema;Vocation,http://search.proquest.com/docview/1509130719?accountid=13314,Ann Arbor,0326: Cultural anthropology;0469: Theology;0635: Organization Theory,Fuller Theological Seminary School of Intercultural Studies,Dissertations & Theses,Cultural anthropology;Theology;Organization Theory
